index,epoch,PSNR
499,1000,42.16676333947359
500,1000,42.62107987882471
501,1000,42.90193499145416
502,1000,42.24697239935386
503,1000,42.693042745566565
504,1000,43.540343109935364
505,1000,41.89880225834335
506,1000,42.349259007148355
507,1000,42.96745755670209
508,1000,42.46614485899657
509,1000,41.95630491880152
510,1000,42.12887196418585
511,1000,42.19304274345178
512,1000,42.627324703323595
513,1000,42.75606419258998
514,1000,42.20859545191784
515,1000,42.589508221429966
516,1000,42.89947123811601
517,1000,43.088095146373234
518,1000,42.96538529713527
519,1000,42.36978625811149
520,1000,42.09158722733444
521,1000,42.39044427941128
522,1000,43.37871310242829
523,1000,42.254911244646195
524,1000,42.85707127330631
525,1000,43.102195063090065
526,1000,43.12339049404501
527,1000,42.00869682865963
528,1000,42.52530307975207
529,1000,42.065241455161434
530,1000,42.816578620240094
531,1000,42.25900242141523
532,1000,41.61694595188376
533,1000,42.49090460161334
534,1000,42.58205882436389
535,1000,42.3219263749682
536,1000,42.81570222847118
537,1000,42.30976195798652
538,1000,41.7942896532921
539,1000,42.44477536770029
540,1000,42.540485171786656
541,1000,42.5867133417969
542,1000,42.122412718899035
543,1000,42.6021086607349
544,1000,42.475110222448606
545,1000,42.47943307420207
546,1000,42.97331041515965
547,1000,42.08209025928274
548,1000,42.90157087843244
549,1000,42.722013173671385
550,1000,42.25501865008421
551,1000,42.70357018800984
552,1000,42.60754389610549
553,1000,42.41146196910223
554,1000,42.65241990484242
555,1000,42.75248240669087
556,1000,42.84850300569167
557,1000,42.27002335379659
558,1000,42.96184708108361
559,1000,42.9554757763108
560,1000,42.80542273551214
561,1000,43.15712016755329
562,1000,42.89127118571785
563,1000,42.21758858206962
564,1000,42.90818910643259
565,1000,42.465615392815735
566,1000,42.51232580728242
567,1000,42.60091950047846
568,1000,42.60595522891856
569,1000,42.64951756566036
570,1000,42.248303031443335
571,1000,42.5476195444808
572,1000,43.143051633550144
573,1000,42.47421056948453
574,1000,42.22520865438511
575,1000,42.8496069919813
576,1000,42.77028395425613
577,1000,42.10256474065896
578,1000,42.87957816110482
579,1000,42.09818263215821
580,1000,41.87239790444217
581,1000,43.05227445168681
582,1000,42.74070358734533
583,1000,42.53760596268957
584,1000,42.39032592501201
585,1000,42.372605913237365
586,1000,42.61478370909252
587,1000,42.17824507861336
588,1000,42.781580979645724
589,1000,42.35142895761426
590,1000,41.71543438689759
591,1000,42.54317485689065
592,1000,41.99515526686416
593,1000,42.34466237191085
594,1000,41.98619802902069
595,1000,43.30714109371743
596,1000,43.02859614151181
597,1000,42.95776393828866
598,1000,42.667813867143295
599,1000,41.83898471802111
600,1000,42.95298131512202
601,1000,43.486510708736674
602,1000,42.852461076223236
603,1000,42.91833888590283
604,1000,42.28710957492282
605,1000,42.688859653613704
606,1000,42.752754460805164
607,1000,42.643558619730086
608,1000,42.79606616527464
609,1000,42.89091323863101
610,1000,42.62343926067159
611,1000,41.86576745248939
612,1000,42.34618354787772
613,1000,43.22447659751471
614,1000,42.56259644172481
615,1000,42.125493806699424
616,1000,42.91583895828066
617,1000,42.10637476891736
618,1000,42.29055696988243
619,1000,42.73270999930819
620,1000,42.245140892453804
621,1000,42.87330256309742
622,1000,42.90214035933205
623,1000,42.402505956579404
624,1000,42.86870298856225
625,1000,42.81263180512682
626,1000,42.497859514741464
627,1000,42.5450938964379
628,1000,42.69035103202209
629,1000,41.88193648595046
630,1000,42.60052798447178
631,1000,42.25583293878464
632,1000,42.58985384173787
633,1000,43.25832459525227
634,1000,41.80174417485411
635,1000,42.64936545614502
636,1000,42.44381853625055
637,1000,42.76032455415171
638,1000,42.43753805028733
639,1000,41.95744514943715
640,1000,42.121096146427206
641,1000,42.27383765930477
642,1000,41.78225016635955
643,1000,42.14294533170167
644,1000,41.99642348036761
645,1000,42.70196681784113
646,1000,42.46713067941298
647,1000,42.99064196131427
648,1000,42.15227164484216
649,1000,43.50858935810049
650,1000,42.31811916002151
651,1000,42.62069459193334
652,1000,42.073830909368226
653,1000,42.25166533221834
654,1000,42.85158036643996
655,1000,42.86194861829585
656,1000,42.39347436567816
657,1000,42.6453432061334
658,1000,43.12823729610563
659,1000,42.83205800479878
660,1000,42.13762814416053
661,1000,42.44853997221228
662,1000,42.7592205674674
663,1000,42.73560411192874
664,1000,42.274991867850744
665,1000,43.06523699038391
666,1000,42.17039245063458
667,1000,43.086775074340586
668,1000,42.78745453145383
669,1000,42.67941569467556
670,1000,42.60512516125958
671,1000,43.04332618661957
672,1000,42.78834720781343
673,1000,42.511656711061875
674,1000,42.14311893187752
675,1000,42.81585339475746
676,1000,41.850261300926796
677,1000,42.801507839973155
678,1000,42.05629381226858
679,1000,42.31851824769933
680,1000,42.581038460808045
681,1000,42.223679049258976
682,1000,41.886207187086384
683,1000,42.47992261191871
684,1000,43.491353776021164
685,1000,43.118825981744806
686,1000,42.374164176076135
687,1000,42.06038228152624
688,1000,41.73744126071522
689,1000,42.05266069539575
690,1000,42.47116237969903
691,1000,42.54133650801573
692,1000,42.34206141131615
693,1000,42.422054928071
694,1000,41.84154107662216
695,1000,42.61378843643419
696,1000,42.75409617463893
697,1000,42.90255893762211
698,1000,42.91255203669446
699,1000,42.26151163331442
700,1000,42.48300137041161
701,1000,42.452327219246754
702,1000,42.93343878710426
703,1000,41.80409321963904
704,1000,42.95497568845509
705,1000,41.87440536537031
706,1000,42.80495718756713
707,1000,41.678927943199746
708,1000,43.07346943713787
709,1000,41.999658251363996
710,1000,42.11077475981356
711,1000,41.843663044684064
712,1000,42.91325026704982
713,1000,43.02431609950396
714,1000,43.20444107544928
715,1000,43.0088261974509
716,1000,42.77002564605762
717,1000,42.761998688691804
718,1000,41.32891487468315
719,1000,42.437689594157646
720,1000,42.00230428326882
721,1000,42.63827039014456
722,1000,42.82527800573695
723,1000,42.444948702122595
724,1000,42.2992688962338
725,1000,42.70637807687068
726,1000,42.97152736858458
727,1000,42.75954135656284
728,1000,42.41025161282506
729,1000,43.55102373597722
730,1000,42.67961395975812
731,1000,42.44518208719087
732,1000,43.258504763286844
733,1000,42.660383154866324
734,1000,43.11245931584331
735,1000,42.71736854258039
736,1000,43.144553927514764
737,1000,43.0120396975419
738,1000,42.938624440949546
739,1000,42.253627972106365
740,1000,42.564879325903114
741,1000,42.83460241858792
742,1000,42.23976746863774
743,1000,41.99259145033838
744,1000,42.88766414409634
745,1000,42.057780690191606
746,1000,41.659645893719585
747,1000,42.88124612568841
748,1000,42.66713572262297
749,1000,42.292450800608364
750,1000,41.896229684816674
751,1000,42.726031040596176
752,1000,43.27466397115954
753,1000,42.95851194163986
754,1000,41.705459915904974
755,1000,42.785459351045155
756,1000,42.18770323223295
757,1000,43.3338337659007
758,1000,43.31638446206874
759,1000,42.483710121987066
760,1000,42.63079489319199
761,1000,42.28217406291644
762,1000,42.719614580984526
763,1000,41.640752405629556
764,1000,41.856805135042094
765,1000,43.61363154561086
766,1000,42.670243139751236
767,1000,42.260481029924634
768,1000,42.67737970011861
769,1000,42.435072015875605
770,1000,42.500615365670036
771,1000,42.381091290546195
772,1000,43.01588042114305
773,1000,42.311877881008
774,1000,42.27206018639528
775,1000,42.57965752672865
776,1000,42.8427065914629
777,1000,42.63667072012416
778,1000,42.07206259374267
779,1000,42.67007635285574
780,1000,42.5202263177033
781,1000,43.00297521588055
782,1000,42.38319646122876
783,1000,41.673267422610294
784,1000,42.83543571370823
785,1000,43.075424679214436
786,1000,42.53057764360361
787,1000,42.44747098529928
788,1000,42.61341987340152
789,1000,42.64747272663766
790,1000,42.95715907983795
791,1000,42.49658246399224
792,1000,42.48632520129365
793,1000,42.81098153733373
794,1000,42.68153023021933
795,1000,41.916085359538336
796,1000,42.211290801951456
797,1000,42.698659610166516
798,1000,42.79581083448744
799,1000,42.57558627602377
800,1000,42.062698321188364
801,1000,42.551789946154614
802,1000,43.031221965189786
803,1000,42.67593160912482
804,1000,42.70611628133642
805,1000,42.233466112673355
806,1000,42.63337311676507
807,1000,42.619299118897636
808,1000,42.80471714839443
809,1000,42.699183528537944
810,1000,42.966768070831414
811,1000,43.18417208269026
812,1000,43.00681752613227
813,1000,42.9219362582997
814,1000,42.427805602600635
815,1000,42.643547720479006
816,1000,42.45456246237761
817,1000,42.288708423309345
818,1000,41.65387552683903
819,1000,42.236132363087144
820,1000,42.76725570790983
821,1000,42.5490217547677
822,1000,42.93083820224321
823,1000,42.51199451212905
824,1000,42.87612312222665
825,1000,42.868859074209965
826,1000,42.39574759013403
827,1000,42.14021305214713
828,1000,43.25225665679162
829,1000,42.81665973706591
830,1000,42.303394267421446
831,1000,41.968145368145656
832,1000,42.48283212854764
833,1000,42.90627747656466
834,1000,42.65669675568145
835,1000,42.39796531511101
836,1000,42.70534890240189
837,1000,42.82437239597134
838,1000,42.600486784666906
839,1000,42.6465642706972
840,1000,42.99757811093876
841,1000,42.11733870040543
842,1000,43.07631970673886
843,1000,42.798135050610654
844,1000,42.67101724568984
845,1000,42.7729698339333
846,1000,42.249691736465
847,1000,41.851620539883285
848,1000,43.26737688271517
849,1000,42.95393986593105
850,1000,42.88798117722979
851,1000,42.708882751866305
852,1000,41.8943901684501
853,1000,42.24659340194679
854,1000,42.539474794069555
855,1000,42.06161124659079
856,1000,41.54226074813026
857,1000,42.273447302707815
858,1000,42.91936917909475
859,1000,42.675971102232985
860,1000,43.01450100932349
861,1000,42.42043004786642
862,1000,42.14988568238516
863,1000,42.53821526502979
864,1000,42.996268766320675
865,1000,42.690952801144945
866,1000,42.06778317064011
867,1000,42.65122398653334
868,1000,42.52928728086242
869,1000,43.033255629955036
870,1000,42.73561801306557
871,1000,42.00413302292149
872,1000,42.50302917834076
873,1000,41.982626828024
874,1000,42.36793956062115
875,1000,42.192407263899064
876,1000,43.04324216308326
877,1000,42.564780428599846
878,1000,42.94620510810331
879,1000,42.6502770222508
880,1000,42.889940746169714
881,1000,42.653635141509675
882,1000,42.29202718536895
883,1000,42.89469970578239
884,1000,41.92596913418255
885,1000,42.83192409550211
886,1000,42.37486755302292
887,1000,43.34036321791353
888,1000,41.78682605207517
889,1000,42.626481142705956
890,1000,43.29095518525887
891,1000,42.29033896192137
892,1000,41.968878764497525
893,1000,41.7798836780088
894,1000,42.70942812232862
895,1000,43.162797918874254
896,1000,42.74020074011137
897,1000,42.38274318493084
898,1000,42.475288742806285
899,1000,43.033836025473654
900,1000,42.231471311220616
901,1000,42.29954697006301
902,1000,42.19355822691894
903,1000,42.90215358623196
904,1000,42.3675741779243
905,1000,43.00295841668404
906,1000,42.62289122201484
907,1000,42.689607822012555
908,1000,42.35566247580404
909,1000,42.58248340535427
910,1000,42.84908326709821
911,1000,41.33163596009608
912,1000,42.84966032199257
913,1000,43.1967831180859
914,1000,42.485900992642044
915,1000,42.23410651642209
916,1000,42.56693219111036
917,1000,42.183320308966586
918,1000,42.12948284476254
919,1000,42.404798424686945
920,1000,43.596688629992244
921,1000,43.03547500557686
922,1000,43.17303673917838
923,1000,43.041604383914795
924,1000,43.10878494355518
925,1000,43.12386927139985
926,1000,42.412360852699045
927,1000,42.52280349560688
928,1000,42.0911127054381
929,1000,42.45905381478036
930,1000,42.77474284570262
931,1000,41.887935022593695
932,1000,42.80014797008177
933,1000,42.498578172613854
934,1000,42.64717032266911
935,1000,42.63010776076756
936,1000,42.29679857758487
937,1000,42.73802105363406
938,1000,43.13019912244309
939,1000,42.05130250599112
940,1000,41.98077858219322
941,1000,42.27669512896119
942,1000,42.055895076590666
943,1000,42.45319996013499
944,1000,42.610169127906566
945,1000,41.76276872964643
946,1000,42.397841188081955
947,1000,42.739622684701544
948,1000,43.10040427012964
949,1000,42.33806276713784
950,1000,42.24613688711359
951,1000,42.049253041688125
952,1000,42.46219556134308
953,1000,42.187115980184856
954,1000,42.24941313220766
955,1000,41.99542549497155
956,1000,42.74255209693389
957,1000,42.13797374735388
958,1000,42.30275885319637
959,1000,42.45002190148792
960,1000,43.17182811359799
961,1000,43.05242063002424
962,1000,42.414456647915145
963,1000,41.48646576970428
964,1000,43.05183029237179
965,1000,42.788042489991135
966,1000,41.990588996850505
967,1000,42.762925708513926
968,1000,42.77934544451235
969,1000,42.66035356827888
970,1000,41.94190425830448
971,1000,43.39578279532231
972,1000,42.331172025490915
973,1000,41.317101301914
974,1000,43.06459778038475
975,1000,42.583559505650754
976,1000,42.37122604511869
977,1000,42.438156983454334
978,1000,42.304456089580476
979,1000,42.39134377060653
980,1000,42.16766712705616
981,1000,41.69885153248763
982,1000,42.66949749345204
983,1000,42.98213647969815
984,1000,42.86831963538346
985,1000,43.047721787990056
986,1000,42.91902078038172
987,1000,42.45007056116007
988,1000,42.8825319067562
989,1000,42.920834851016636
990,1000,42.40034416327961
991,1000,43.214687979081205
992,1000,42.498504193036524
993,1000,41.89206711714296
994,1000,42.720036652490194
995,1000,42.55008688378348
996,1000,42.09460940806051
997,1000,42.283660803171095
998,1000,42.22061900142498
999,1000,42.431746888170444
1000,1000,42.0737581658516
